record_id,actual_label,actual_class,ae_score,ae_prediction_0.5pct,ae_prediction_1pct,ae_prediction_3pct,ae_status_0.5pct,ae_status_1pct,ae_status_3pct,default_threshold,default_prediction,default_status,correct_prediction,top_feature_1,top_feature_1_error,top_feature_2,top_feature_2_error,top_feature_3,top_feature_3_error
17,0,Normal,0.0014375919265436226,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.009967193699669885,feature_0,0.008847491992938926,feature_20,0.006463712737038385
18,0,Normal,0.002840536394633199,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_31,0.01829402224615606,feature_11,0.012066906866117435,feature_32,0.011714459131463573
19,0,Normal,0.0032746684742712855,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_11,0.017610860617248352,feature_32,0.016760834816268222,feature_37,0.013315614454497082
20,0,Normal,0.00280147163456058,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_25,0.02216363195266613,feature_3,0.013165675204875611,feature_32,0.012980030043457325
21,0,Normal,0.0035622430412971164,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_31,0.0163836124595671,feature_3,0.01567990142623091,feature_32,0.015565537717012967
22,0,Normal,0.001319383708929754,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_0,0.005414892084531354,feature_18,0.0047935972682893735,feature_10,0.004643107111486446
23,0,Normal,0.001846995970966368,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_31,0.011501794876835947,feature_11,0.010060474127723006,feature_25,0.006909992747385019
24,0,Normal,0.002348818379269407,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_3,0.011962157724842227,feature_25,0.009716501045037518,feature_31,0.008646204075666353
25,0,Normal,0.0013257279426298536,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.01211879177399069,feature_14,0.010310791468058253,feature_0,0.0056978873424724475
26,0,Normal,0.0018084431498030437,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_31,0.010950803460119118,feature_16,0.009868314169003555,feature_4,0.006825948840184761
27,0,Normal,0.0010665922819507263,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.007237651125893218,feature_16,0.005320815305269607,feature_4,0.004304881018192499
28,0,Normal,0.0027189879177644764,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_32,0.012973591510277771,feature_25,0.012199291280357238,feature_11,0.011110069303834187
29,0,Normal,0.005241179807823079,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_16,0.09532441029276637,feature_10,0.04072103694434008,feature_14,0.015910355643926843
30,0,Normal,0.001516644143848929,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.03274533827999605,feature_11,0.006944351079470006,feature_20,0.003760552606113521
31,0,Normal,0.0016562366905381696,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.017596222455621226,feature_25,0.006306031191116723,feature_14,0.006247913780853764
32,0,Normal,0.0012555187292413094,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.021985571963476197,feature_11,0.007000232754724404,feature_20,0.0035979763968185807
33,0,Normal,0.003757732475104514,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.07388193506070158,feature_29,0.014271574919028973,feature_12,0.012760651868341969
34,0,Normal,0.001140097504074403,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_31,0.00563518179841882,feature_25,0.005508730308717569,feature_16,0.004855397696672688
35,0,Normal,0.004262957416453881,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_11,0.056404439372192174,feature_14,0.027975336388807115,feature_10,0.02227541148187484
36,0,Normal,0.001197037013856287,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_16,0.00692903311681859,feature_29,0.005527242184426351,feature_21,0.005504975052989858
37,0,Normal,0.0004748545742782567,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_2,0.002753421710083006,feature_10,0.001986984856043244,feature_20,0.0019298915142371698
38,0,Normal,0.04454260391572511,0,1,1,Normal,Anomaly,Anomaly,0.036467666841251495,1,Anomaly,False,feature_17,0.5816484750469118,feature_18,0.4158710174376603,feature_35,0.2021061644427533
39,0,Normal,0.04454260372796412,0,1,1,Normal,Anomaly,Anomaly,0.036467666841251495,1,Anomaly,False,feature_17,0.5816484750469118,feature_18,0.4158710174376603,feature_35,0.2021061644427533
40,0,Normal,0.04454260391572511,0,1,1,Normal,Anomaly,Anomaly,0.036467666841251495,1,Anomaly,False,feature_17,0.5816484750469118,feature_18,0.4158710174376603,feature_35,0.2021061644427533
41,0,Normal,0.0013589641064712323,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_11,0.01016966908083893,feature_16,0.008999147940163868,feature_14,0.004612539321499298
42,0,Normal,0.04454260372796412,0,1,1,Normal,Anomaly,Anomaly,0.036467666841251495,1,Anomaly,False,feature_17,0.5816484750469118,feature_18,0.4158710174376603,feature_35,0.2021061644427533
43,0,Normal,0.0006903038390522647,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.012209001805900462,feature_2,0.002114891768807183,feature_11,0.0019905320267430237
44,0,Normal,0.0013650852152504904,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.028441929722050993,feature_11,0.007810893136079219,feature_9,0.005034591067907273
45,0,Normal,0.0049231786912306294,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.05704598565891706,feature_11,0.049138147481061815,feature_14,0.03508596658265617
46,0,Normal,0.0009568024528525226,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.009135350618194593,feature_11,0.006223964688360517,feature_22,0.004287336877305314
47,0,Normal,0.0016359673398022125,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.03870895981113642,feature_11,0.006841465256795585,feature_16,0.005277249639591197
48,0,Normal,0.00496409708767414,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.05746929707984677,feature_11,0.05013718752570191,feature_14,0.0356745160306815
49,0,Normal,0.0011120682557512155,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.019375573511044793,feature_25,0.003141385637769112,feature_11,0.0029573603080145098
50,0,Normal,0.012239480751362223,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.17946480793947728,feature_11,0.10549813138070137,feature_12,0.04744038946337444
51,0,Normal,0.0008080494004206894,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.007111284731930556,feature_16,0.00595517784883171,feature_2,0.002592384923888722
52,0,Normal,0.033261899065597116,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_10,0.8635982129455242,feature_11,0.20078953165982882,feature_16,0.16933546878341588
53,0,Normal,0.0432950919746424,0,1,1,Normal,Anomaly,Anomaly,0.036467666841251495,1,Anomaly,False,feature_3,0.34659786861592956,feature_14,0.28611138674006914,feature_1,0.2585301872421145
54,0,Normal,0.0432950919746424,0,1,1,Normal,Anomaly,Anomaly,0.036467666841251495,1,Anomaly,False,feature_3,0.34659786861592956,feature_14,0.28611138674006914,feature_1,0.2585301872421145
55,0,Normal,0.0432950919746424,0,1,1,Normal,Anomaly,Anomaly,0.036467666841251495,1,Anomaly,False,feature_3,0.34659786861592956,feature_14,0.28611138674006914,feature_1,0.2585301872421145
56,0,Normal,0.0016938605861308714,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.0183706309594291,feature_16,0.01606926846762668,feature_20,0.0037891975797634814
57,0,Normal,0.01786153105492982,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.46714977754921083,feature_16,0.0945390249945035,feature_11,0.061465116992573704
58,0,Normal,0.031711371474897845,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_3,0.250899765685861,feature_15,0.23272632043866262,feature_1,0.20332600405114953
59,0,Normal,0.031711371474897845,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_3,0.250899765685861,feature_15,0.23272632043866262,feature_1,0.20332600405114953
60,0,Normal,0.031711371474897845,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_3,0.250899765685861,feature_15,0.23272632043866262,feature_1,0.20332600405114953
61,0,Normal,0.03179374447148071,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_3,0.25554147765163,feature_15,0.23108826241530103,feature_1,0.20720132268039834
62,0,Normal,0.03180039979668902,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_3,0.25576660436248083,feature_15,0.2310100465343192,feature_1,0.20738729765831565
63,0,Normal,0.03179374447148071,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_3,0.25554147765163,feature_15,0.23108826241530103,feature_1,0.20720132268039834
64,0,Normal,0.03179374447148071,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_3,0.25554147765163,feature_15,0.23108826241530103,feature_1,0.20720132268039834
65,0,Normal,0.03180039979668902,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_3,0.25576660436248083,feature_15,0.2310100465343192,feature_1,0.20738729765831565
66,0,Normal,0.03180039979668902,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_3,0.25576660436248083,feature_15,0.2310100465343192,feature_1,0.20738729765831565
67,0,Normal,0.026076185467564666,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_10,0.688888032600809,feature_11,0.13713999313639172,feature_16,0.13251320017747403
68,0,Normal,0.018407301784270667,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_3,0.20444395314385827,feature_1,0.13714317231490306,feature_6,0.06521973460161781
69,0,Normal,0.018329194163126974,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_3,0.2018554616924681,feature_1,0.13521542473897233,feature_6,0.06405992147155147
70,0,Normal,0.022246534831250376,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_3,0.21424171699008154,feature_1,0.16097234929964088,feature_6,0.07721539285750671
71,0,Normal,0.022215124923164527,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_3,0.21158931798250497,feature_1,0.15888240466416112,feature_14,0.08271608717196362
72,0,Normal,0.022246534831250376,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_3,0.21424171699008154,feature_1,0.16097234929964088,feature_6,0.07721539285750671
73,0,Normal,0.0017198466159349972,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.011376808780533487,feature_3,0.0070112408428780765,feature_22,0.006841976604399003
74,0,Normal,0.022215124923164527,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_3,0.21158931798250497,feature_1,0.15888240466416112,feature_14,0.08271608717196362
75,0,Normal,0.032116708767108926,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_15,0.25501244157073416,feature_14,0.21931539737560693,feature_3,0.2056628644417097
76,0,Normal,0.032116708767108926,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_15,0.25501244157073416,feature_14,0.21931539737560693,feature_3,0.2056628644417097
77,0,Normal,0.032116708767108926,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_15,0.25501244157073416,feature_14,0.21931539737560693,feature_3,0.2056628644417097
78,0,Normal,0.0007783981911525199,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.011046557611237183,feature_6,0.0032694699360959643,feature_2,0.003218373023142303
79,0,Normal,0.02189797715439931,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_15,0.22861546051865744,feature_3,0.12955850376931555,feature_1,0.10309441365281202
80,0,Normal,0.02194903228771787,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_15,0.22821661711282334,feature_3,0.13041038837890942,feature_1,0.10375736546013403
81,0,Normal,0.02194903228771787,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_15,0.22821661711282334,feature_3,0.13041038837890942,feature_1,0.10375736546013403
82,0,Normal,0.021771398971837816,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_15,0.22997973806439959,feature_3,0.12667862345184466,feature_1,0.10084349377770252
83,0,Normal,0.02189797715439931,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_15,0.22861546051865744,feature_3,0.12955850376931555,feature_1,0.10309441365281202
84,0,Normal,0.04929388838168382,1,1,1,Anomaly,Anomaly,Anomaly,0.036467666841251495,1,Anomaly,False,feature_10,1.3147136741362886,feature_11,0.2755279102975413,feature_16,0.2550968175631195
85,0,Normal,0.00036573008575567484,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_20,0.0018102157163326638,feature_0,0.0013760589198062397,feature_24,0.0012018329291842988
86,0,Normal,0.02194903228771787,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_15,0.22821661711282334,feature_3,0.13041038837890942,feature_1,0.10375736546013403
87,0,Normal,0.02189797715439931,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_15,0.22861546051865744,feature_3,0.12955850376931555,feature_1,0.10309441365281202
88,0,Normal,0.021771398971837816,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_15,0.22997973806439959,feature_3,0.12667862345184466,feature_1,0.10084349377770252
89,0,Normal,0.021771398971837816,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_15,0.22997973806439959,feature_3,0.12667862345184466,feature_1,0.10084349377770252
90,0,Normal,0.003959856830481521,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_9,0.030789280601895612,feature_11,0.021327930732266347,feature_26,0.021190115876734694
91,0,Normal,0.01863722467622822,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_3,0.12544458298848535,feature_14,0.10896471919678859,feature_1,0.07034988929182585
92,0,Normal,0.0293530714433941,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_15,0.24397813071114038,feature_14,0.2025239940383741,feature_3,0.14532525201447813
93,0,Normal,0.013631329923141812,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_3,0.10695422382841831,feature_14,0.10371085032321403,feature_1,0.05553646848326213
94,0,Normal,0.0293530714433941,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_15,0.24397813071114038,feature_14,0.2025239940383741,feature_3,0.14532525201447813
95,0,Normal,0.0293530714433941,0,0,1,Normal,Normal,Anomaly,0.036467666841251495,0,Normal,True,feature_15,0.24397813071114038,feature_14,0.2025239940383741,feature_3,0.14532525201447813
96,0,Normal,0.01863722467622822,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_3,0.12544458298848535,feature_14,0.10896471919678859,feature_1,0.07034988929182585
97,0,Normal,0.0010206807941703447,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.017742906320081672,feature_16,0.002852105354097745,feature_2,0.0026081077036469863
98,0,Normal,0.001655256747796933,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.04065277256247171,feature_11,0.007745123911537296,feature_16,0.0037626948326305865
99,0,Normal,0.016164998446411002,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.14907369795685793,feature_3,0.07462382177129594,feature_37,0.05853425297539516
100,0,Normal,0.0015788709779185604,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_9,0.01073896612776832,feature_26,0.007753748580000774,feature_0,0.006792564289281812
101,0,Normal,0.016164998446411002,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.14907369795685793,feature_3,0.07462382177129594,feature_37,0.05853425297539516
102,0,Normal,0.023734216366168327,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.6452401781036713,feature_11,0.13176863334298294,feature_16,0.1001820071899696
103,0,Normal,0.001628543338060476,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.03903006834741759,feature_11,0.00691363882101024,feature_16,0.005141292695406641
104,0,Normal,0.01884754113483044,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.2012417515238776,feature_3,0.09197089907740336,feature_37,0.06426378347024198
105,0,Normal,0.01884754113483044,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.2012417515238776,feature_3,0.09197089907740336,feature_37,0.06426378347024198
106,0,Normal,0.015563494582413196,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.2121298763789191,feature_37,0.0547464730535161,feature_15,0.04974928623910834
107,0,Normal,0.015563494582413196,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.2121298763789191,feature_37,0.0547464730535161,feature_15,0.04974928623910834
108,0,Normal,0.0005871188748786591,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.0072376182834750155,feature_11,0.0031200503485840064,feature_9,0.002363948691271816
109,0,Normal,0.015279829603516886,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.19264352243093397,feature_37,0.058177483152931586,feature_15,0.04905311712194942
110,0,Normal,0.015279829603516886,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.19264352243093397,feature_37,0.058177483152931586,feature_15,0.04905311712194942
111,0,Normal,0.0004739479785859718,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_2,0.002733768425230661,feature_10,0.001995096703884502,feature_20,0.0019426907683737227
112,0,Normal,0.008121588133684687,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.05857874048623425,feature_15,0.040609785038460446,feature_37,0.039208867935602854
113,0,Normal,0.016130351567831387,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.4182888044087052,feature_11,0.08181720315296953,feature_16,0.07956619791436026
114,0,Normal,0.009718249144892133,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.08456859500012204,feature_21,0.03790398297244124,feature_15,0.03295397360447172
115,0,Normal,0.008121588133684687,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.05857874048623425,feature_15,0.040609785038460446,feature_37,0.039208867935602854
116,0,Normal,0.005462975326099285,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_15,0.04154380933313129,feature_18,0.025778646535884242,feature_37,0.021382231566406062
117,0,Normal,0.0009731457964912227,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_9,0.00589006636010996,feature_26,0.004838948969009493,feature_14,0.00451806396790122
118,0,Normal,0.008136714951960305,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.061689494424582846,feature_15,0.04079933017802907,feature_37,0.038388753368053585
119,0,Normal,0.008136714951960305,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.061689494424582846,feature_15,0.04079933017802907,feature_37,0.038388753368053585
120,0,Normal,0.007794560894343405,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.0456612231389106,feature_8,0.03626272089893504,feature_15,0.03455946917772968
121,0,Normal,0.007792987186486335,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.045679922397458994,feature_8,0.03624379094073084,feature_15,0.034562150737156475
122,0,Normal,0.007792987186486335,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.045679922397458994,feature_8,0.03624379094073084,feature_15,0.034562150737156475
123,0,Normal,0.0005291791435257545,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.006534494718641648,feature_20,0.0017986600192330116,feature_2,0.0015473642376010008
124,0,Normal,0.008334007574190807,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_8,0.041047441592066206,feature_14,0.03805520414560259,feature_15,0.03364530689169682
125,0,Normal,0.007794560894343405,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.0456612231389106,feature_8,0.03626272089893504,feature_15,0.03455946917772968
126,0,Normal,0.007616290363155206,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.04803015307068505,feature_15,0.034886697031423886,feature_8,0.03410652477355714
127,0,Normal,0.008334007574190807,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_8,0.041047441592066206,feature_14,0.03805520414560259,feature_15,0.03364530689169682
128,0,Normal,0.009248723129849047,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.2274696655018178,feature_16,0.061960139499106504,feature_29,0.021935606114992234
129,0,Normal,0.007616290363155206,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.04803015307068505,feature_15,0.034886697031423886,feature_8,0.03410652477355714
130,0,Normal,0.0004977404387436242,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.006119954044461251,feature_2,0.0019164133426273306,feature_20,0.0014604713726384944
131,0,Normal,0.0032567436787903966,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_11,0.02823961627273971,feature_22,0.01188716254278277,feature_26,0.011334335505708282
132,0,Normal,0.019416496297016268,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.4938803454242263,feature_11,0.1291518961028235,feature_16,0.07752305742441479
133,0,Normal,0.0004803160904610559,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_25,0.003233622206480824,feature_20,0.0022700831914654884,feature_2,0.0017589029663909062
134,0,Normal,0.003465608055805868,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.08369634310331645,feature_11,0.01857337320254338,feature_16,0.010715769880916088
135,0,Normal,0.005144464107754773,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_11,0.06070353540618632,feature_10,0.04925917900714328,feature_14,0.030837597174823372
136,0,Normal,0.0025959641953891225,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_14,0.0410431020109181,feature_10,0.032631443816282024,feature_29,0.0052702482524067396
137,0,Normal,0.02308007298546637,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_15,0.47392309590974907,feature_10,0.11080170716717763,feature_11,0.06514527868626274
138,0,Normal,0.02308007298546637,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_15,0.47392309590974907,feature_10,0.11080170716717763,feature_11,0.06514527868626274
139,0,Normal,0.004769331953430083,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.11364573051957635,feature_11,0.020978174639289342,feature_16,0.02087381934420081
140,0,Normal,0.02308007298546637,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_15,0.47392309590974907,feature_10,0.11080170716717763,feature_11,0.06514527868626274
141,0,Normal,0.005032012136161724,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.11737391897364917,feature_11,0.02457856689183884,feature_8,0.017249541178742202
142,0,Normal,0.0005062045335359314,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_20,0.002569451451567062,feature_0,0.0022838689010243303,feature_16,0.0018806468379007416
143,0,Normal,0.0006337088064182667,0,0,0,Normal,Normal,Normal,0.036467666841251495,0,Normal,True,feature_10,0.007500981650936148,feature_11,0.00349924093186499,feature_9,0.0021249474640007374
