record_id,actual_label,actual_class,if_score,if_score_normalized,if_prediction_1pct,if_status_1pct,ae_score,ae_score_normalized,ae_prediction_1pct,ae_status_1pct,if_ae_agreement,hybrid_score,hybrid_prediction_0.5pct,hybrid_status_0.5pct,hybrid_prediction_1pct,hybrid_status_1pct,hybrid_prediction_3pct,hybrid_status_3pct,default_threshold,default_prediction,default_status,correct_prediction
28,0,Normal,0.4583507401551442,0.9134119022109671,0,Normal,0.005241179,0.6979643518067595,0,Normal,Neither,0.8056881270088634,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
29,0,Normal,0.38359842548732975,0.4505697866952372,0,Normal,0.001516644,0.3371968442583033,0,Normal,Neither,0.39388331547677025,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
30,0,Normal,0.4452756914292547,0.86860816207266,0,Normal,0.0016562365,0.36291029512028833,0,Normal,Neither,0.6157592285964741,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
31,0,Normal,0.38146746833877887,0.4227135482614201,0,Normal,0.0012555188,0.28167916626083567,0,Normal,Neither,0.35219635726112786,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
32,0,Normal,0.4130677129422549,0.6747832862569397,0,Normal,0.0037577327,0.6066036816986462,0,Normal,Neither,0.6406934839777929,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
33,0,Normal,0.445566750860373,0.8695821564234928,0,Normal,0.0011400972,0.2524593357358527,0,Normal,Neither,0.5610207460796728,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
34,0,Normal,0.37292803016847365,0.29852926853024253,0,Normal,0.0042629577,0.6408882828479595,0,Normal,Neither,0.469708775689101,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
35,0,Normal,0.3909973688861808,0.5259569494496932,0,Normal,0.0011970369,0.2669718515632609,0,Normal,Neither,0.396464400506477,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
36,0,Normal,0.3569490915159047,0.03944677120872699,0,Normal,0.00047485452,0.07869874354728743,0,Normal,Neither,0.05907275737800721,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
37,0,Normal,0.540978142003924,0.9882146683549236,0,Normal,0.0445426,0.9938638355897536,1,Anomaly,AE only,0.9910392519723386,1,Anomaly,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
38,0,Normal,0.540978142003924,0.9882146683549236,0,Normal,0.0445426,0.9938638355897536,1,Anomaly,AE only,0.9910392519723386,1,Anomaly,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
39,0,Normal,0.540978142003924,0.9882146683549236,0,Normal,0.0445426,0.9938638355897536,1,Anomaly,AE only,0.9910392519723386,1,Anomaly,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
40,0,Normal,0.3987808367236177,0.5918963670010714,0,Normal,0.0013589641,0.3041784357650726,0,Normal,Neither,0.448037401383072,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
41,0,Normal,0.540978142003924,0.9882146683549236,0,Normal,0.0445426,0.9938638355897536,1,Anomaly,AE only,0.9910392519723386,1,Anomaly,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
42,0,Normal,0.35747369519276,0.045777734489139965,0,Normal,0.0006903037,0.14658614980033116,0,Normal,Neither,0.09618194214473556,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
43,0,Normal,0.3542520419959427,0.011980130515243012,0,Normal,0.0013650852,0.3061264244667381,0,Normal,Neither,0.15905327749099055,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
44,0,Normal,0.36764542692533236,0.20892178825362812,0,Normal,0.0049231793,0.6813090484075193,0,Normal,Neither,0.44511541833057366,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
45,0,Normal,0.40019474436358204,0.6007597155936496,0,Normal,0.00095680257,0.21018798090971072,0,Normal,Neither,0.40547384825168015,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
46,0,Normal,0.35438461377375857,0.0128567254309925,0,Normal,0.0016359676,0.35891691828187394,0,Normal,Neither,0.1858868218564332,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
47,0,Normal,0.36627540561144495,0.18564332326872504,0,Normal,0.004964097,0.6833544365442681,0,Normal,Neither,0.43449887990649655,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
48,0,Normal,0.35903496325611917,0.06993279438979254,0,Normal,0.0011120684,0.2455439758449401,0,Normal,Neither,0.15773838511736632,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
49,0,Normal,0.4442565207584923,0.8643225869289958,0,Normal,0.012239481,0.8842894711210675,0,Normal,Neither,0.8743060290250316,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
50,0,Normal,0.3587705163486467,0.06652381416187786,0,Normal,0.00080804946,0.17298139670789908,0,Normal,Neither,0.11975260543488847,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
51,0,Normal,0.38510239645281874,0.4653745008278952,0,Normal,0.033261903,0.9871432745690075,0,Normal,Neither,0.7262588876984514,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
52,0,Normal,0.5965396556971099,0.9977598129930847,1,Anomaly,0.043295093,0.9927924418038375,1,Anomaly,Both anomaly,0.9952761273984612,1,Anomaly,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
53,0,Normal,0.5965396556971099,0.9977598129930847,1,Anomaly,0.043295093,0.9927924418038375,1,Anomaly,Both anomaly,0.9952761273984612,1,Anomaly,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
54,0,Normal,0.5965396556971099,0.9977598129930847,1,Anomaly,0.043295093,0.9927924418038375,1,Anomaly,Both anomaly,0.9952761273984612,1,Anomaly,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
55,0,Normal,0.37591411075493936,0.3476185838122139,0,Normal,0.0016938606,0.3694360572708678,0,Normal,Neither,0.35852732054154085,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
56,0,Normal,0.40564916226581793,0.6329989286062141,0,Normal,0.017861534,0.9428265316061167,0,Normal,Neither,0.7879127301061655,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
57,0,Normal,0.583691209855975,0.9962988214668355,1,Anomaly,0.031711373,0.9854874841725918,0,Normal,IF only,0.9908931528197136,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
58,0,Normal,0.583691209855975,0.9962988214668355,1,Anomaly,0.031711373,0.9854874841725918,0,Normal,IF only,0.9908931528197136,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
59,0,Normal,0.583691209855975,0.9962988214668355,1,Anomaly,0.031711373,0.9854874841725918,0,Normal,IF only,0.9908931528197136,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
60,0,Normal,0.583676484198306,0.9962988214668355,1,Anomaly,0.031793743,0.9854874841725918,0,Normal,IF only,0.9908931528197136,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
61,0,Normal,0.5837440726182728,0.9962988214668355,1,Anomaly,0.031800397,0.9854874841725918,0,Normal,IF only,0.9908931528197136,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
62,0,Normal,0.583676484198306,0.9962988214668355,1,Anomaly,0.031793743,0.9854874841725918,0,Normal,IF only,0.9908931528197136,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
63,0,Normal,0.583676484198306,0.9962988214668355,1,Anomaly,0.031793743,0.9854874841725918,0,Normal,IF only,0.9908931528197136,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
64,0,Normal,0.5837440726182728,0.9962988214668355,1,Anomaly,0.031800397,0.9854874841725918,0,Normal,IF only,0.9908931528197136,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
65,0,Normal,0.5837440726182728,0.9962988214668355,1,Anomaly,0.031800397,0.9854874841725918,0,Normal,IF only,0.9908931528197136,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
66,0,Normal,0.3878717764685826,0.49508132852829456,0,Normal,0.026076183,0.9769163338852634,0,Normal,Neither,0.735998831206779,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
67,0,Normal,0.5853242983557732,0.9963962209019188,1,Anomaly,0.018407302,0.9463329112691147,0,Normal,IF only,0.9713645660855168,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
68,0,Normal,0.5848360188865132,0.9963962209019188,1,Anomaly,0.018329194,0.9458459140936982,0,Normal,IF only,0.9711210674978086,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
69,0,Normal,0.5828357257581512,0.9962988214668355,1,Anomaly,0.022246536,0.9654232005454368,0,Normal,IF only,0.9808610110061362,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
70,0,Normal,0.5825658396450364,0.9962988214668355,1,Anomaly,0.022215124,0.9654232005454368,0,Normal,IF only,0.9808610110061362,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
71,0,Normal,0.5828357257581512,0.9962988214668355,1,Anomaly,0.022246536,0.9654232005454368,0,Normal,IF only,0.9808610110061362,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
72,0,Normal,0.41344061458368664,0.6780948670497711,0,Normal,0.0017198466,0.37498782507061457,0,Normal,Neither,0.5265413460601929,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
73,0,Normal,0.5825658396450364,0.9962988214668355,1,Anomaly,0.022215124,0.9654232005454368,0,Normal,IF only,0.9808610110061362,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
74,0,Normal,0.5978204252024358,0.9977598129930847,1,Anomaly,0.032116707,0.9859744813480081,0,Normal,IF only,0.9918671471705465,1,Anomaly,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
75,0,Normal,0.5978204252024358,0.9977598129930847,1,Anomaly,0.032116707,0.9859744813480081,0,Normal,IF only,0.9918671471705465,1,Anomaly,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
76,0,Normal,0.5978204252024358,0.9977598129930847,1,Anomaly,0.032116707,0.9859744813480081,0,Normal,IF only,0.9918671471705465,1,Anomaly,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
77,0,Normal,0.3571374578618689,0.041005162170059416,0,Normal,0.00077839824,0.16606603681698645,0,Normal,Neither,0.10353559949352294,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
78,0,Normal,0.5850360050472672,0.9963962209019188,1,Anomaly,0.02189798,0.9636700107139379,0,Normal,IF only,0.9800331158079283,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
79,0,Normal,0.585329602279369,0.9963962209019188,1,Anomaly,0.021949032,0.964059608454271,0,Normal,IF only,0.9802279146780949,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
80,0,Normal,0.585329602279369,0.9963962209019188,1,Anomaly,0.021949032,0.964059608454271,0,Normal,IF only,0.9802279146780949,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
81,0,Normal,0.5839059663034305,0.9962988214668355,1,Anomaly,0.0217714,0.9630856141034382,0,Normal,IF only,0.9796922177851368,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
82,0,Normal,0.5850360050472672,0.9963962209019188,1,Anomaly,0.02189798,0.9636700107139379,0,Normal,IF only,0.9800331158079283,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
83,0,Normal,0.4402755205991676,0.8470828869192558,0,Normal,0.04929389,0.9958118242914191,1,Anomaly,AE only,0.9214473556053375,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
84,0,Normal,0.35775688605575606,0.0497711113275543,0,Normal,0.0003657301,0.04324534917697477,0,Normal,Neither,0.04650823025226454,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
85,0,Normal,0.585329602279369,0.9963962209019188,1,Anomaly,0.021949032,0.964059608454271,0,Normal,IF only,0.9802279146780949,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
86,0,Normal,0.5850360050472672,0.9963962209019188,1,Anomaly,0.02189798,0.9636700107139379,0,Normal,IF only,0.9800331158079283,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
87,0,Normal,0.5839059663034305,0.9962988214668355,1,Anomaly,0.0217714,0.9630856141034382,0,Normal,IF only,0.9796922177851368,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
88,0,Normal,0.5839059663034305,0.9962988214668355,1,Anomaly,0.0217714,0.9630856141034382,0,Normal,IF only,0.9796922177851368,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
89,0,Normal,0.4278715893034854,0.7717931235998832,0,Normal,0.0039598565,0.6198500048699718,0,Normal,Neither,0.6958215642349275,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
90,0,Normal,0.5867471729077685,0.9966884192071686,1,Anomaly,0.018637223,0.9476965033602806,0,Normal,IF only,0.9721924612837245,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
91,0,Normal,0.5934299594380965,0.9976624135580013,1,Anomaly,0.02935307,0.98276029999026,0,Normal,IF only,0.9902113567741306,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
92,0,Normal,0.5979042814168084,0.9977598129930847,1,Anomaly,0.013631329,0.9020161683062238,0,Normal,IF only,0.9498879906496542,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
93,0,Normal,0.5934299594380965,0.9976624135580013,1,Anomaly,0.02935307,0.98276029999026,0,Normal,IF only,0.9902113567741306,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
94,0,Normal,0.5934299594380965,0.9976624135580013,1,Anomaly,0.02935307,0.98276029999026,0,Normal,IF only,0.9902113567741306,0,Normal,1,Anomaly,1,Anomaly,0.9800818155254699,1,Anomaly,0
95,0,Normal,0.5867471729077685,0.9966884192071686,1,Anomaly,0.018637223,0.9476965033602806,0,Normal,IF only,0.9721924612837245,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
96,0,Normal,0.35405934951627027,0.010811337294243693,0,Normal,0.0010206808,0.22460309730203565,0,Normal,Neither,0.11770721729813967,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
97,0,Normal,0.35677547134203685,0.03710918476672835,0,Normal,0.0016552568,0.36281289568520503,0,Normal,Neither,0.1999610402259667,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
98,0,Normal,0.58605731780071,0.9965910197720853,1,Anomaly,0.016164998,0.9254894321612934,0,Normal,IF only,0.9610402259666894,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
99,0,Normal,0.4046255144699076,0.6269601636310509,0,Normal,0.001578871,0.3472289860718808,0,Normal,Neither,0.48709457485146584,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
100,0,Normal,0.58605731780071,0.9965910197720853,1,Anomaly,0.016164998,0.9254894321612934,0,Normal,IF only,0.9610402259666894,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
101,0,Normal,0.3928235559644007,0.541735657933184,0,Normal,0.023734216,0.9696113762540177,0,Normal,Neither,0.7556735170936009,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
102,0,Normal,0.35432956447761166,0.012661926560825947,0,Normal,0.0016285436,0.35774812506087467,0,Normal,Neither,0.1852050258108503,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
103,0,Normal,0.5884793890486979,0.9970780169475018,1,Anomaly,0.018847538,0.9487678971461966,0,Normal,IF only,0.9729229570468492,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
104,0,Normal,0.5884793890486979,0.9970780169475018,1,Anomaly,0.018847538,0.9487678971461966,0,Normal,IF only,0.9729229570468492,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
105,0,Normal,0.5902915241043677,0.997175416382585,1,Anomaly,0.015563494,0.9206194604071296,0,Normal,IF only,0.9588974383948573,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
106,0,Normal,0.5902915241043677,0.997175416382585,1,Anomaly,0.015563494,0.9206194604071296,0,Normal,IF only,0.9588974383948573,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
107,0,Normal,0.35940117161239377,0.07616635823512223,0,Normal,0.00058711885,0.11405473848251681,0,Normal,Neither,0.09511054835881952,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
108,0,Normal,0.5902915241043677,0.997175416382585,1,Anomaly,0.0152798295,0.9181844745300477,0,Normal,IF only,0.9576799454563163,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
109,0,Normal,0.5902915241043677,0.997175416382585,1,Anomaly,0.0152798295,0.9181844745300477,0,Normal,IF only,0.9576799454563163,0,Normal,0,Normal,1,Anomaly,0.9800818155254699,0,Normal,1
110,0,Normal,0.3572488345046434,0.042855751436641665,0,Normal,0.00047394802,0.07830914580695432,0,Normal,Neither,0.06058244862179799,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
111,0,Normal,0.56143968680015,0.9940586344599202,1,Anomaly,0.008121588,0.8063699230544463,0,Normal,IF only,0.9002142787571832,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
112,0,Normal,0.3739455730724106,0.31557416966981594,0,Normal,0.01613035,0.9253920327262102,0,Normal,Neither,0.6204831011980131,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
113,0,Normal,0.5823361202982077,0.9962988214668355,1,Anomaly,0.009718248,0.8443557027369242,0,Normal,IF only,0.9203272621018799,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
114,0,Normal,0.56143968680015,0.9940586344599202,1,Anomaly,0.008121588,0.8063699230544463,0,Normal,IF only,0.9002142787571832,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
115,0,Normal,0.5568871757970899,0.9931820395441706,1,Anomaly,0.0054629734,0.709067887406253,0,Normal,IF only,0.8511249634752118,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
116,0,Normal,0.3941952978152749,0.5542027856238434,0,Normal,0.00097314594,0.2144735560533749,0,Normal,Neither,0.38433817083860916,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
117,0,Normal,0.5603812715214174,0.9937664361546703,1,Anomaly,0.008136715,0.8065647219246128,0,Normal,IF only,0.9001655790396416,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
118,0,Normal,0.5603812715214174,0.9937664361546703,1,Anomaly,0.008136715,0.8065647219246128,0,Normal,IF only,0.9001655790396416,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
119,0,Normal,0.556287577540534,0.9929872406740041,1,Anomaly,0.0077945613,0.794974189149703,0,Normal,IF only,0.8939807149118535,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
120,0,Normal,0.556287577540534,0.9929872406740041,1,Anomaly,0.007792987,0.7948767897146196,0,Normal,IF only,0.8939320151943119,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
121,0,Normal,0.556287577540534,0.9929872406740041,1,Anomaly,0.007792987,0.7948767897146196,0,Normal,IF only,0.8939320151943119,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
122,0,Normal,0.35625627749519984,0.03136261809681504,0,Normal,0.00052917923,0.0945748514658615,0,Normal,Neither,0.06296873478133827,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
123,0,Normal,0.5584087170342185,0.9933768384143372,1,Anomaly,0.008334006,0.8118242914191097,0,Normal,IF only,0.9026005649167235,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
124,0,Normal,0.556287577540534,0.9929872406740041,1,Anomaly,0.0077945613,0.794974189149703,0,Normal,IF only,0.8939807149118535,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
125,0,Normal,0.5562231681526245,0.9929872406740041,1,Anomaly,0.007616291,0.789714619655206,0,Normal,IF only,0.891350930164605,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
126,0,Normal,0.5584087170342185,0.9933768384143372,1,Anomaly,0.008334006,0.8118242914191097,0,Normal,IF only,0.9026005649167235,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
127,0,Normal,0.3983848748393304,0.5886821856433233,0,Normal,0.009248722,0.8331547677023473,0,Normal,Neither,0.7109184766728354,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
128,0,Normal,0.5562231681526245,0.9929872406740041,1,Anomaly,0.007616291,0.789714619655206,0,Normal,IF only,0.891350930164605,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
129,0,Normal,0.354680644690619,0.015194311872991136,0,Normal,0.0004977404,0.08483490795753384,0,Normal,Neither,0.05001460991526249,0,Normal,0,Normal,0,Normal,0.9800818155254699,0,Normal,1
