record_id,actual_label,actual_class,if_score,if_prediction_0.5pct,if_prediction_1pct,if_prediction_3pct,if_status_0.5pct,if_status_1pct,if_status_3pct,default_threshold,default_prediction,default_status,correct_prediction
31,0,Normal,0.4452756914292547,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
32,0,Normal,0.38146746833877887,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
33,0,Normal,0.4130677129422549,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
34,0,Normal,0.445566750860373,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
35,0,Normal,0.37292803016847365,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
36,0,Normal,0.3909973688861808,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
37,0,Normal,0.3569490915159047,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
38,0,Normal,0.540978142003924,0,0,1,Normal,Normal,Anomaly,0.5460537691550149,0,Normal,True
39,0,Normal,0.540978142003924,0,0,1,Normal,Normal,Anomaly,0.5460537691550149,0,Normal,True
40,0,Normal,0.540978142003924,0,0,1,Normal,Normal,Anomaly,0.5460537691550149,0,Normal,True
41,0,Normal,0.3987808367236177,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
42,0,Normal,0.540978142003924,0,0,1,Normal,Normal,Anomaly,0.5460537691550149,0,Normal,True
43,0,Normal,0.35747369519276,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
44,0,Normal,0.3542520419959427,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
45,0,Normal,0.36764542692533236,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
46,0,Normal,0.40019474436358204,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
47,0,Normal,0.35438461377375857,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
48,0,Normal,0.36627540561144495,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
49,0,Normal,0.35903496325611917,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
50,0,Normal,0.4442565207584923,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
51,0,Normal,0.3587705163486467,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
52,0,Normal,0.38510239645281874,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
53,0,Normal,0.5965396556971099,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
54,0,Normal,0.5965396556971099,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
55,0,Normal,0.5965396556971099,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
56,0,Normal,0.37591411075493936,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
57,0,Normal,0.40564916226581793,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
58,0,Normal,0.583691209855975,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
59,0,Normal,0.583691209855975,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
60,0,Normal,0.583691209855975,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
61,0,Normal,0.583676484198306,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
62,0,Normal,0.5837440726182728,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
63,0,Normal,0.583676484198306,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
64,0,Normal,0.583676484198306,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
65,0,Normal,0.5837440726182728,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
66,0,Normal,0.5837440726182728,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
67,0,Normal,0.3878717764685826,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
68,0,Normal,0.5853242983557732,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
69,0,Normal,0.5848360188865132,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
70,0,Normal,0.5828357257581512,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
71,0,Normal,0.5825658396450364,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
72,0,Normal,0.5828357257581512,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
73,0,Normal,0.41344061458368664,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
74,0,Normal,0.5825658396450364,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
75,0,Normal,0.5978204252024358,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
76,0,Normal,0.5978204252024358,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
77,0,Normal,0.5978204252024358,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
78,0,Normal,0.3571374578618689,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
79,0,Normal,0.5850360050472672,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
80,0,Normal,0.585329602279369,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
81,0,Normal,0.585329602279369,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
82,0,Normal,0.5839059663034305,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
83,0,Normal,0.5850360050472672,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
84,0,Normal,0.4402755205991676,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
85,0,Normal,0.35775688605575606,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
86,0,Normal,0.585329602279369,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
87,0,Normal,0.5850360050472672,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
88,0,Normal,0.5839059663034305,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
89,0,Normal,0.5839059663034305,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
90,0,Normal,0.4278715893034854,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
91,0,Normal,0.5867471729077685,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
92,0,Normal,0.5934299594380965,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
93,0,Normal,0.5979042814168084,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
94,0,Normal,0.5934299594380965,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
95,0,Normal,0.5934299594380965,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
96,0,Normal,0.5867471729077685,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
97,0,Normal,0.35405934951627027,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
98,0,Normal,0.35677547134203685,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
99,0,Normal,0.58605731780071,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
100,0,Normal,0.4046255144699076,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
101,0,Normal,0.58605731780071,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
102,0,Normal,0.3928235559644007,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
103,0,Normal,0.35432956447761166,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
104,0,Normal,0.5884793890486979,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
105,0,Normal,0.5884793890486979,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
106,0,Normal,0.5902915241043677,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
107,0,Normal,0.5902915241043677,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
108,0,Normal,0.35940117161239377,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
109,0,Normal,0.5902915241043677,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
110,0,Normal,0.5902915241043677,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
111,0,Normal,0.3572488345046434,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
112,0,Normal,0.56143968680015,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
113,0,Normal,0.3739455730724106,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
114,0,Normal,0.5823361202982077,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
115,0,Normal,0.56143968680015,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
116,0,Normal,0.5568871757970899,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
117,0,Normal,0.3941952978152749,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
118,0,Normal,0.5603812715214174,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
119,0,Normal,0.5603812715214174,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
120,0,Normal,0.556287577540534,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
121,0,Normal,0.556287577540534,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
122,0,Normal,0.556287577540534,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
123,0,Normal,0.35625627749519984,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
124,0,Normal,0.5584087170342185,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
125,0,Normal,0.556287577540534,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
126,0,Normal,0.5562231681526245,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
127,0,Normal,0.5584087170342185,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
128,0,Normal,0.3983848748393304,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
129,0,Normal,0.5562231681526245,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
130,0,Normal,0.354680644690619,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
131,0,Normal,0.42406432638061725,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
132,0,Normal,0.38909677848369134,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
133,0,Normal,0.35601204346516696,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
134,0,Normal,0.35962695600378924,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
135,0,Normal,0.3835104268543456,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
136,0,Normal,0.3966529919041877,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
137,0,Normal,0.520150226131054,0,0,1,Normal,Normal,Anomaly,0.5460537691550149,0,Normal,True
138,0,Normal,0.520150226131054,0,0,1,Normal,Normal,Anomaly,0.5460537691550149,0,Normal,True
139,0,Normal,0.35807153342904996,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
140,0,Normal,0.520150226131054,0,0,1,Normal,Normal,Anomaly,0.5460537691550149,0,Normal,True
141,0,Normal,0.3781951912751529,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
142,0,Normal,0.36407901813723353,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
143,0,Normal,0.36191498020187346,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
144,0,Normal,0.4081251654176861,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
145,0,Normal,0.3673176205546012,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
146,0,Normal,0.4374795461309551,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
147,0,Normal,0.4374795461309551,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
148,0,Normal,0.3687054054222551,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
149,0,Normal,0.3688679360332299,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
150,0,Normal,0.44404271841718423,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
151,0,Normal,0.36769384082436196,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
152,0,Normal,0.3904279363525746,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
153,0,Normal,0.3603469169232768,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
154,0,Normal,0.36812372656365766,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
155,0,Normal,0.36506777757241937,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
156,0,Normal,0.3553712193057303,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
157,0,Normal,0.3637226260978563,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
158,0,Normal,0.3996011450244352,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
159,0,Normal,0.3574758956784518,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
160,0,Normal,0.35445215560579946,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
161,0,Normal,0.3966781274278411,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
162,0,Normal,0.40486511349131526,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
163,0,Normal,0.3605836074721999,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
164,0,Normal,0.5606096330112894,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
165,0,Normal,0.558465641311548,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
166,0,Normal,0.5579951995193255,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
167,0,Normal,0.558465641311548,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
168,0,Normal,0.5576732305967035,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
169,0,Normal,0.5593631886486354,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
170,0,Normal,0.5576732305967035,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
171,0,Normal,0.5593631886486354,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
172,0,Normal,0.3631438620508768,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
173,0,Normal,0.5606096330112894,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
174,0,Normal,0.5579951995193255,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
175,0,Normal,0.5363614709793455,0,0,1,Normal,Normal,Anomaly,0.5460537691550149,0,Normal,True
176,0,Normal,0.575005908371765,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
177,0,Normal,0.5805985531235535,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
178,0,Normal,0.5787150430083887,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
179,0,Normal,0.4521322102064494,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
180,0,Normal,0.5779369420165483,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
181,0,Normal,0.5768852293710973,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
182,0,Normal,0.5723858713536386,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
183,0,Normal,0.39844943001254185,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
184,0,Normal,0.5768852293710973,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
185,0,Normal,0.5806954842227219,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
186,0,Normal,0.5922703646081893,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
187,0,Normal,0.5617451071748004,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
188,0,Normal,0.5615500059131474,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
189,0,Normal,0.5617451071748004,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
190,0,Normal,0.5615500059131474,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
191,0,Normal,0.5589933687997742,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
192,0,Normal,0.5624120740426377,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
193,0,Normal,0.5779369420165483,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
194,0,Normal,0.5723858713536386,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
195,0,Normal,0.5805985531235535,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
196,0,Normal,0.582141105019266,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
197,0,Normal,0.5832140787968018,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
198,0,Normal,0.5787150430083887,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
199,0,Normal,0.5886320222178586,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
200,0,Normal,0.5832140787968018,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
201,0,Normal,0.582141105019266,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
202,0,Normal,0.5806954842227219,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
203,0,Normal,0.575005908371765,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
204,0,Normal,0.5978900654693927,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
205,0,Normal,0.5978900654693927,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
206,0,Normal,0.4452187213557199,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
207,0,Normal,0.5866523614256789,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
208,0,Normal,0.5764318357183975,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
209,0,Normal,0.5744010105254684,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
210,0,Normal,0.5765225179395322,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
211,0,Normal,0.5744010105254684,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
212,0,Normal,0.5765225179395322,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
213,0,Normal,0.5644518557548764,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
214,0,Normal,0.44833027837993267,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
215,0,Normal,0.3975426276931761,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
216,0,Normal,0.36518326006747015,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
217,0,Normal,0.5866523614256789,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
218,0,Normal,0.4152096423374656,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
219,0,Normal,0.6333595657745609,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
220,0,Normal,0.5721060475216678,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
221,0,Normal,0.5733334701230205,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
222,0,Normal,0.6627807739822694,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
223,0,Normal,0.6333595657745609,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
224,0,Normal,0.5733334701230205,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
225,0,Normal,0.6627807739822694,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
226,0,Normal,0.5721060475216678,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
227,0,Normal,0.37195480046889523,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
228,0,Normal,0.5771992475378354,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
229,0,Normal,0.5767415021367402,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
230,0,Normal,0.5774666474621182,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
231,0,Normal,0.5774666474621182,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
232,0,Normal,0.5926819683248491,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
233,0,Normal,0.5771992475378354,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
234,0,Normal,0.35721802825519366,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
235,0,Normal,0.4338938654018596,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
236,0,Normal,0.5767415021367402,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
237,0,Normal,0.5753981132361358,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
238,0,Normal,0.5962872830737407,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
239,0,Normal,0.5962872830737407,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,False
240,0,Normal,0.3585421014119448,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
241,0,Normal,0.3947470826106072,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
242,0,Normal,0.4267635442036666,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
243,0,Normal,0.42511778392628874,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,True
244,1,Attack,0.6168150300069255,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
245,1,Attack,0.6168150300069255,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
246,1,Attack,0.6168150300069255,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
